image 4935/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-09-20-2024-4666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5829/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5566.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5830/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5567.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5831/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5568.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5832/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5569.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5833/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5570.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5834/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5571.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5835/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5572.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.3ms
image 5836/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5573.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5837/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5574.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5838/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5575.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5839/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5576.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5840/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5577.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5841/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5578.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5842/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5579.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5843/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5580.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5844/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5581.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5845/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5582.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5846/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5583.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5847/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5584.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5848/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5585.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5849/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5586.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.3ms
image 5850/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5587.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5851/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5588.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5852/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5589.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5853/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5590.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5854/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5591.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5855/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5592.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5856/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5593.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5857/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5594.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5858/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5595.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5859/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5596.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5860/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5597.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5861/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5598.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5862/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5599.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5863/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5600.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5864/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5601.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5865/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5602.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5866/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5603.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5867/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5604.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5868/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5605.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5869/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5606.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5870/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5607.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5871/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5608.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5872/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5609.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5873/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5610.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5874/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5611.JPG: 640x640 narrowleaf_cattail 0.90, phragmites 0.08, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5875/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5612.JPG: 640x640 narrowleaf_cattail 0.53, phragmites 0.39, purple_loosestrife 0.08, none 0.01, 3.0ms
image 5876/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5613.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.06, purple_loosestrife 0.03, none 0.01, 3.0ms
image 5877/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5614.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.08, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5878/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5615.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5879/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5616.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5880/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5617.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5881/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5618.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5882/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5619.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5883/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5620.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5884/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5621.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5885/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5622.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5886/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5623.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5887/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5624.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5888/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5625.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5889/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5626.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5890/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5627.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5891/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5628.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5892/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5629.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5893/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5630.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5894/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5631.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5895/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5632.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5896/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5633.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5897/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5634.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5898/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5635.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5899/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5636.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5900/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5637.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5901/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5638.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5902/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5639.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5903/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5640.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5904/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5641.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5905/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5642.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5906/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5643.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5907/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5644.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5908/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5645.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5909/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5646.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5910/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5647.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5911/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5648.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5912/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5649.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5913/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5650.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5914/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5651.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5915/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5652.JPG: 640x640 narrowleaf_cattail 0.72, phragmites 0.22, none 0.03, purple_loosestrife 0.03, 3.1ms
image 5916/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5653.JPG: 640x640 narrowleaf_cattail 0.75, phragmites 0.23, purple_loosestrife 0.02, none 0.00, 3.0ms
image 5917/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5654.JPG: 640x640 narrowleaf_cattail 0.89, phragmites 0.08, none 0.02, purple_loosestrife 0.01, 3.0ms
image 5918/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5655.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5919/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5656.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5920/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5657.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5921/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5658.JPG: 640x640 narrowleaf_cattail 0.94, phragmites 0.05, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5922/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5659.JPG: 640x640 narrowleaf_cattail 0.83, phragmites 0.16, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5923/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5660.JPG: 640x640 narrowleaf_cattail 0.88, phragmites 0.12, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5924/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5661.JPG: 640x640 narrowleaf_cattail 0.85, phragmites 0.14, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5925/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5662.JPG: 640x640 narrowleaf_cattail 0.85, phragmites 0.14, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5926/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5663.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.04, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5927/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5664.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5928/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5665.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5929/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5930/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5667.JPG: 640x640 narrowleaf_cattail 0.96, phragmites 0.04, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5931/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5668.JPG: 640x640 phragmites 1.00, narrowleaf_cattail 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5932/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5669.JPG: 640x640 phragmites 1.00, narrowleaf_cattail 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5933/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5670.JPG: 640x640 phragmites 1.00, purple_loosestrife 0.00, narrowleaf_cattail 0.00, none 0.00, 3.1ms
image 5934/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-8-24-5671.JPG: 640x640 phragmites 0.99, narrowleaf_cattail 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
